OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HeartDisease_Census_Tract_Estimate,HeartDisease_Estimate_Confidence_Interval,HeartDisease_Map_Symbol_withinHSR,HeartDisease_County_Regional_Estimate,HeartDisease_Map_Symbol_State,HeartDisease_State_Estimate
1006,8041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,2597,4,3.6,95% C.I.: 3.3 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1007,8041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,3766,4,3.3,95% C.I.: 3.1 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1008,8041004300,"Census Tract 43, El Paso County, Colorado",El Paso,5081,4,3.1,95% C.I.: 2.9 - 3.4,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1009,8041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4095,4,3.1,95% C.I.: 2.9 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1010,8041006200,"Census Tract 62, El Paso County, Colorado",El Paso,3815,4,3,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1011,8041006100,"Census Tract 61, El Paso County, Colorado",El Paso,2833,4,2.3,95% C.I.: 2.1 - 2.6,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1012,8041006000,"Census Tract 60, El Paso County, Colorado",El Paso,5024,4,3.8,95% C.I.: 3.6 - 4.1,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1013,8041005900,"Census Tract 59, El Paso County, Colorado",El Paso,5583,4,3.5,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1014,8041005800,"Census Tract 58, El Paso County, Colorado",El Paso,2408,4,4,95% C.I.: 3.8 - 4.2,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1015,8041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4794,4,3.5,95% C.I.: 3.4 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1016,8041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,2553,4,3.6,95% C.I.: 3.4 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1017,8041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4688,4,3.6,95% C.I.: 3.5 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1018,8041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,1279,4,2.2,95% C.I.: 2 - 2.5,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1019,8041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,2105,4,3,95% C.I.: 2.9 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1020,8041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,2870,4,2.9,95% C.I.: 2.8 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1021,8041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,3452,4,3.5,95% C.I.: 3.4 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1022,8041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4463,4,3.6,95% C.I.: 3.5 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1023,8041003000,"Census Tract 30, El Paso County, Colorado",El Paso,3727,4,3.5,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1024,8041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4733,4,3.8,95% C.I.: 3.6 - 4.1,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1025,8041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,9686,4,2.8,95% C.I.: 2.6 - 3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1026,8041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4121,4,2.9,95% C.I.: 2.7 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1027,8041002000,"Census Tract 20, El Paso County, Colorado",El Paso,5135,4,2.9,95% C.I.: 2.7 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1028,8041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4357,4,3,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1029,8041001900,"Census Tract 19, El Paso County, Colorado",El Paso,3580,4,3.9,95% C.I.: 3.7 - 4.2,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1030,8041001800,"Census Tract 18, El Paso County, Colorado",El Paso,1683,4,3.6,95% C.I.: 3.4 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1031,8041001700,"Census Tract 17, El Paso County, Colorado",El Paso,1643,4,2.7,95% C.I.: 2.5 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1032,8041001600,"Census Tract 16, El Paso County, Colorado",El Paso,3363,4,1.8,95% C.I.: 1.7 - 2,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1033,8041001500,"Census Tract 15, El Paso County, Colorado",El Paso,1746,4,3.1,95% C.I.: 2.9 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1034,8041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4905,4,3.7,95% C.I.: 3.5 - 3.9,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1035,8041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,1274,4,3.5,95% C.I.: 3.3 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1036,8041001000,"Census Tract 10, El Paso County, Colorado",El Paso,1912,4,3.7,95% C.I.: 3.5 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1037,8041000900,"Census Tract 9, El Paso County, Colorado",El Paso,1871,4,3.4,95% C.I.: 3.3 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1038,8041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,5637,4,3.4,95% C.I.: 3.2 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1039,8041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,5267,4,2.5,95% C.I.: 2.3 - 2.7,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1040,8041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,6209,4,2.5,95% C.I.: 2.3 - 2.7,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1041,8041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,6479,4,3.2,95% C.I.: 3 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1042,8041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,5983,4,2.7,95% C.I.: 2.5 - 2.9,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1043,8041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,7151,4,2.6,95% C.I.: 2.5 - 2.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1044,8041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,3771,4,2.8,95% C.I.: 2.7 - 3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1045,8041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,3611,4,2.7,95% C.I.: 2.5 - 2.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1046,8041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4673,4,2.5,95% C.I.: 2.3 - 2.7,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1047,8041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,6546,4,2.2,95% C.I.: 2 - 2.4,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1048,8041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,6615,4,2.9,95% C.I.: 2.7 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1049,8041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4389,4,2,95% C.I.: 1.9 - 2.2,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1050,8041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,5408,4,4.3,95% C.I.: 4.1 - 4.5,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1051,8041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4947,4,1.4,95% C.I.: 1.3 - 1.6,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1052,8041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,776,4,1.9,95% C.I.: 1.8 - 2.1,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1053,8041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,5526,4,1.9,95% C.I.: 1.7 - 2.1,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,2530,4,3.3,95% C.I.: 3.2 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,6364,4,3,95% C.I.: 2.8 - 3.2,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,3448,4,2.5,95% C.I.: 2.3 - 2.7,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,1741,4,2.7,95% C.I.: 2.6 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,5203,4,3.7,95% C.I.: 3.5 - 4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1059,8041008000,"Census Tract 80, El Paso County, Colorado",El Paso,3423,4,2.9,95% C.I.: 2.8 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1060,8041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,5297,4,3,95% C.I.: 2.9 - 3.2,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1061,8041007400,"Census Tract 74, El Paso County, Colorado",El Paso,6755,4,4,95% C.I.: 3.9 - 4.2,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1062,8041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,3013,4,3.4,95% C.I.: 3.3 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1063,8041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,2151,4,3.7,95% C.I.: 3.5 - 3.9,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1064,8041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4840,4,2.5,95% C.I.: 2.3 - 2.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1065,8041006600,"Census Tract 66, El Paso County, Colorado",El Paso,2070,4,4,95% C.I.: 3.9 - 4.2,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1066,8041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,2618,4,3,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1067,8041006400,"Census Tract 64, El Paso County, Colorado",El Paso,5247,4,2.7,95% C.I.: 2.5 - 3,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1068,8041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,3913,4,3.5,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1069,8041005400,"Census Tract 54, El Paso County, Colorado",El Paso,3932,4,3.6,95% C.I.: 3.3 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1070,8041005300,"Census Tract 53, El Paso County, Colorado",El Paso,3411,4,2.8,95% C.I.: 2.6 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1071,8041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,3536,4,2.6,95% C.I.: 2.4 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1072,8041004800,"Census Tract 48, El Paso County, Colorado",El Paso,3630,4,3.1,95% C.I.: 2.9 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1073,8041002700,"Census Tract 27, El Paso County, Colorado",El Paso,2663,4,3.5,95% C.I.: 3.3 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1074,8041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,2759,4,4.2,95% C.I.: 4.1 - 4.4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1075,8041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,3524,4,3.6,95% C.I.: 3.4 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1076,8041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4533,4,4.3,95% C.I.: 4.1 - 4.6,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1077,8041002200,"Census Tract 22, El Paso County, Colorado",El Paso,2247,4,3.1,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1078,8041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,3446,4,3.2,95% C.I.: 3 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1079,8041003100,"Census Tract 31, El Paso County, Colorado",El Paso,3555,4,5.4,95% C.I.: 5.2 - 5.6,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1080,8041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,3178,4,3.7,95% C.I.: 3.5 - 4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1081,8041001400,"Census Tract 14, El Paso County, Colorado",El Paso,2921,4,3.3,95% C.I.: 3.2 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1082,8041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4414,4,3.2,95% C.I.: 3.1 - 3.4,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1083,8041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,2606,4,3.1,95% C.I.: 2.9 - 3.4,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1084,8041000800,"Census Tract 8, El Paso County, Colorado",El Paso,2404,4,3.8,95% C.I.: 3.6 - 4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1085,8041000700,"Census Tract 7, El Paso County, Colorado",El Paso,2585,4,3.3,95% C.I.: 3.1 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1086,8041000600,"Census Tract 6, El Paso County, Colorado",El Paso,2544,4,3.8,95% C.I.: 3.6 - 4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1087,8041000500,"Census Tract 5, El Paso County, Colorado",El Paso,1937,4,3.1,95% C.I.: 3 - 3.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1088,8041000400,"Census Tract 4, El Paso County, Colorado",El Paso,1831,4,4.2,95% C.I.: 4 - 4.4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1089,8041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4374,4,3.1,95% C.I.: 2.9 - 3.2,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1090,8041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4248,4,3.4,95% C.I.: 3.3 - 3.7,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1091,8041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4871,4,3.4,95% C.I.: 3.2 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.8 - 3.8),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1092,8005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,4471,15,1.8,95% C.I.: 1.7 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1093,8005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,3859,15,1.8,95% C.I.: 1.7 - 2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1094,8005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,3299,15,1.9,95% C.I.: 1.7 - 2.1,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1095,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,4485,15,2.7,95% C.I.: 2.6 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1096,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,2739,15,3.1,95% C.I.: 3 - 3.3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1097,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,4653,15,2.9,95% C.I.: 2.8 - 3.1,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1098,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,2524,15,2.7,95% C.I.: 2.5 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1099,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,1923,15,3.1,95% C.I.: 2.9 - 3.2,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1100,8005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,2294,15,1.4,95% C.I.: 1.3 - 1.6,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1101,8055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,2882,6,1.3,95% C.I.: 0.8 - 4,Lowest Quintile,County/Regional Estimate 1.3% (95% C.I.: 0 - 2.5),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1102,8055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,2580,6,1.1,95% C.I.: 0.7 - 5.6,Lowest Quintile,County/Regional Estimate 1.3% (95% C.I.: 0 - 2.5),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
1103,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,2024,15,3.2,95% C.I.: 3.1 - 3.4,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 2 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
