OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HealthStatus_Census_Tract_Estimate,HealthStatus_Estimate_Confidence_Interval,HealthStatus_Map_Symbol_withinHSR,HealthStatus_County_Regional_Estimate,HealthStatus_Map_Symbol_State,HealthStatus_State_Estimate
1000,8041003400,"Census Tract 34, El Paso County, Colorado",El Paso,3010,4,13.8,95% C.I.: 13.5 - 14.1,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1001,8041006700,"Census Tract 67, El Paso County, Colorado",El Paso,4885,4,13.6,95% C.I.: 13.3 - 13.9,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1002,8041003701,"Census Tract 37.01, El Paso County, Colorado",El Paso,6156,4,13.8,95% C.I.: 13.5 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1003,8041004100,"Census Tract 41, El Paso County, Colorado",El Paso,3650,4,14.6,95% C.I.: 14.2 - 15,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1004,8041004200,"Census Tract 42, El Paso County, Colorado",El Paso,3046,4,15.1,95% C.I.: 14.6 - 15.6,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1005,8041004508,"Census Tract 45.08, El Paso County, Colorado",El Paso,4819,4,15.3,95% C.I.: 14.8 - 15.8,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1006,8041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,2597,4,15.8,95% C.I.: 15.2 - 16.3,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1007,8041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,3766,4,15.7,95% C.I.: 15.2 - 16.3,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1008,8041004300,"Census Tract 43, El Paso County, Colorado",El Paso,5081,4,14.9,95% C.I.: 14.4 - 15.4,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1009,8041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4095,4,14.4,95% C.I.: 14 - 14.8,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1010,8041006200,"Census Tract 62, El Paso County, Colorado",El Paso,3815,4,15,95% C.I.: 14.5 - 15.5,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1011,8041006100,"Census Tract 61, El Paso County, Colorado",El Paso,2833,4,15.1,95% C.I.: 14.6 - 15.6,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1012,8041006000,"Census Tract 60, El Paso County, Colorado",El Paso,5024,4,15.5,95% C.I.: 15 - 16.1,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1013,8041005900,"Census Tract 59, El Paso County, Colorado",El Paso,5583,4,14,95% C.I.: 13.6 - 14.4,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1014,8041005800,"Census Tract 58, El Paso County, Colorado",El Paso,2408,4,14.3,95% C.I.: 13.9 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1015,8041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4794,4,14.6,95% C.I.: 14.2 - 15.1,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1016,8041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,2553,4,15.2,95% C.I.: 14.7 - 15.7,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1017,8041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4688,4,14.3,95% C.I.: 13.9 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1018,8041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,1279,4,15.1,95% C.I.: 14.5 - 15.6,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1019,8041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,2105,4,14.7,95% C.I.: 14.2 - 15.2,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1020,8041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,2870,4,13.2,95% C.I.: 12.9 - 13.5,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1021,8041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,3452,4,13.9,95% C.I.: 13.6 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1022,8041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4463,4,13.7,95% C.I.: 13.4 - 14.1,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1023,8041003000,"Census Tract 30, El Paso County, Colorado",El Paso,3727,4,14.1,95% C.I.: 13.7 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1024,8041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4733,4,14.8,95% C.I.: 14.3 - 15.3,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1025,8041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,9686,4,14.5,95% C.I.: 14 - 14.9,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1026,8041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4121,4,15.8,95% C.I.: 15.3 - 16.4,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1027,8041002000,"Census Tract 20, El Paso County, Colorado",El Paso,5135,4,15,95% C.I.: 14.5 - 15.5,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1028,8041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4357,4,15.2,95% C.I.: 14.7 - 15.7,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1029,8041001900,"Census Tract 19, El Paso County, Colorado",El Paso,3580,4,15.3,95% C.I.: 14.8 - 15.8,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1030,8041001800,"Census Tract 18, El Paso County, Colorado",El Paso,1683,4,13.9,95% C.I.: 13.5 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1031,8041001700,"Census Tract 17, El Paso County, Colorado",El Paso,1643,4,14.5,95% C.I.: 14.1 - 14.9,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1032,8041001600,"Census Tract 16, El Paso County, Colorado",El Paso,3363,4,12.3,95% C.I.: 11.9 - 12.6,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1033,8041001500,"Census Tract 15, El Paso County, Colorado",El Paso,1746,4,14.8,95% C.I.: 14.3 - 15.2,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1034,8041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4905,4,14.1,95% C.I.: 13.8 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1035,8041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,1274,4,14.6,95% C.I.: 14.1 - 15.1,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1036,8041001000,"Census Tract 10, El Paso County, Colorado",El Paso,1912,4,13.9,95% C.I.: 13.5 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1037,8041000900,"Census Tract 9, El Paso County, Colorado",El Paso,1871,4,13.7,95% C.I.: 13.4 - 14,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1038,8041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,5637,4,14.5,95% C.I.: 14.1 - 15,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1039,8041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,5267,4,14.8,95% C.I.: 14.4 - 15.2,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1040,8041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,6209,4,14,95% C.I.: 13.6 - 14.4,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1041,8041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,6479,4,14.2,95% C.I.: 13.8 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1042,8041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,5983,4,14.7,95% C.I.: 14.2 - 15.1,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1043,8041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,7151,4,14.4,95% C.I.: 14 - 14.8,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1044,8041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,3771,4,13.8,95% C.I.: 13.5 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1045,8041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,3611,4,13.6,95% C.I.: 13.2 - 13.9,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1046,8041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4673,4,13.6,95% C.I.: 13.2 - 14,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1047,8041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,6546,4,14,95% C.I.: 13.6 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1048,8041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,6615,4,14.5,95% C.I.: 14 - 14.9,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1049,8041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4389,4,14.5,95% C.I.: 14 - 14.9,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1050,8041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,5408,4,14.3,95% C.I.: 13.9 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1051,8041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4947,4,12.9,95% C.I.: 12.5 - 13.3,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1052,8041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,776,4,12.3,95% C.I.: 11.9 - 12.8,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1053,8041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,5526,4,10.6,95% C.I.: 10.2 - 11,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,2530,4,13.4,95% C.I.: 13.1 - 13.8,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,6364,4,14.4,95% C.I.: 14 - 14.8,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,3448,4,14.3,95% C.I.: 13.8 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,1741,4,13.8,95% C.I.: 13.4 - 14.1,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,5203,4,14.3,95% C.I.: 13.8 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1059,8041008000,"Census Tract 80, El Paso County, Colorado",El Paso,3423,4,13.4,95% C.I.: 13.1 - 13.8,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1060,8041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,5297,4,13,95% C.I.: 12.7 - 13.4,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1061,8041007400,"Census Tract 74, El Paso County, Colorado",El Paso,6755,4,13.9,95% C.I.: 13.6 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1062,8041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,3013,4,14.1,95% C.I.: 13.8 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1063,8041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,2151,4,14.7,95% C.I.: 14.3 - 15.1,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1064,8041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4840,4,15.6,95% C.I.: 15 - 16.2,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1065,8041006600,"Census Tract 66, El Paso County, Colorado",El Paso,2070,4,13.7,95% C.I.: 13.4 - 14.1,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1066,8041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,2618,4,16.2,95% C.I.: 15.6 - 16.8,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1067,8041006400,"Census Tract 64, El Paso County, Colorado",El Paso,5247,4,16.8,95% C.I.: 16.2 - 17.4,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1068,8041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,3913,4,14.1,95% C.I.: 13.7 - 14.6,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1069,8041005400,"Census Tract 54, El Paso County, Colorado",El Paso,3932,4,17,95% C.I.: 16.4 - 17.6,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1070,8041005300,"Census Tract 53, El Paso County, Colorado",El Paso,3411,4,16,95% C.I.: 15.4 - 16.6,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1071,8041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,3536,4,15.9,95% C.I.: 15.3 - 16.5,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1072,8041004800,"Census Tract 48, El Paso County, Colorado",El Paso,3630,4,14.1,95% C.I.: 13.7 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1073,8041002700,"Census Tract 27, El Paso County, Colorado",El Paso,2663,4,15.4,95% C.I.: 14.9 - 15.9,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1074,8041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,2759,4,13.7,95% C.I.: 13.4 - 14,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1075,8041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,3524,4,14.7,95% C.I.: 14.3 - 15.2,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1076,8041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4533,4,14.1,95% C.I.: 13.7 - 14.5,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1077,8041002200,"Census Tract 22, El Paso County, Colorado",El Paso,2247,4,15.6,95% C.I.: 15.1 - 16.1,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1078,8041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,3446,4,15.9,95% C.I.: 15.3 - 16.4,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1079,8041003100,"Census Tract 31, El Paso County, Colorado",El Paso,3555,4,14.2,95% C.I.: 13.9 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1080,8041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,3178,4,15.4,95% C.I.: 14.9 - 16,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1081,8041001400,"Census Tract 14, El Paso County, Colorado",El Paso,2921,4,13.5,95% C.I.: 13.2 - 13.8,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1082,8041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4414,4,13.6,95% C.I.: 13.2 - 13.9,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1083,8041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,2606,4,14.2,95% C.I.: 13.8 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1084,8041000800,"Census Tract 8, El Paso County, Colorado",El Paso,2404,4,14.3,95% C.I.: 13.9 - 14.6,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1085,8041000700,"Census Tract 7, El Paso County, Colorado",El Paso,2585,4,15,95% C.I.: 14.5 - 15.6,Fourth Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1086,8041000600,"Census Tract 6, El Paso County, Colorado",El Paso,2544,4,13.7,95% C.I.: 13.3 - 14.1,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1087,8041000500,"Census Tract 5, El Paso County, Colorado",El Paso,1937,4,13.8,95% C.I.: 13.4 - 14.2,Second Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1088,8041000400,"Census Tract 4, El Paso County, Colorado",El Paso,1831,4,14.4,95% C.I.: 14.1 - 14.8,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1089,8041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4374,4,13.6,95% C.I.: 13.3 - 14,Lowest Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1090,8041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4248,4,14.3,95% C.I.: 13.9 - 14.8,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1091,8041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4871,4,14.3,95% C.I.: 13.9 - 14.7,Middle Quintile,County/Regional Estimate 14.5% (95% C.I.: 13.2 - 15.7),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1092,8005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,4471,15,14.6,95% C.I.: 14.1 - 15.1,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1093,8005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,3859,15,14.3,95% C.I.: 13.8 - 14.8,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1094,8005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,3299,15,14.5,95% C.I.: 14 - 15.1,Fourth Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1095,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,4485,15,11.4,95% C.I.: 11 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1096,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,2739,15,11.4,95% C.I.: 11.1 - 11.7,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
1097,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,4653,15,11.1,95% C.I.: 10.8 - 11.4,Lowest Quintile,County/Regional Estimate 13.7% (95% C.I.: 12.2 - 15.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
