OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysHealth_Census_Tract_Estimate,PhysHealth_Estimate_Confidence_Interval,PhysHealth_Map_Symbol_withinHSR,PhysHealth_County_Regional_Estimate,PhysHealth_Map_Symbol_State,PhysHealth_State_Estimate
606,8059011401,"Census Tract 114.01, Jefferson County, Colorado",Jefferson,2288,21,8.1,95% C.I.: 7.6 - 8.6,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
607,8059012059,"Census Tract 120.59, Jefferson County, Colorado",Jefferson,2419,21,8.2,95% C.I.: 8 - 8.4,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
608,8059009849,"Census Tract 98.49, Jefferson County, Colorado",Jefferson,4532,21,7.5,95% C.I.: 7.3 - 7.8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
609,8059012060,"Census Tract 120.60, Jefferson County, Colorado",Jefferson,2526,21,7.9,95% C.I.: 7.6 - 8.2,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
610,8059011805,"Census Tract 118.05, Jefferson County, Colorado",Jefferson,4418,21,7.4,95% C.I.: 7.1 - 7.8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
611,8059011806,"Census Tract 118.06, Jefferson County, Colorado",Jefferson,4001,21,8,95% C.I.: 7.7 - 8.4,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
612,8059011733,"Census Tract 117.33, Jefferson County, Colorado",Jefferson,1118,21,10,95% C.I.: 9.5 - 10.5,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
613,8099000200,"Census Tract 2, Prowers County, Colorado",Prowers,1940,6,15.5,95% C.I.: 13.6 - 18.6,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 7.5 - 19.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
614,8099000100,"Census Tract 1, Prowers County, Colorado",Prowers,1066,6,6.5,95% C.I.: 5.5 - 8.2,Lowest Quintile,County/Regional Estimate 13.3% (95% C.I.: 7.5 - 19.2),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
615,8099000300,"Census Tract 3, Prowers County, Colorado",Prowers,3380,6,12.8,95% C.I.: 11.1 - 15.1,Second Quintile,County/Regional Estimate 13.3% (95% C.I.: 7.5 - 19.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
616,8099000600,"Census Tract 6, Prowers County, Colorado",Prowers,1055,6,15.4,95% C.I.: 13.7 - 17.9,Middle Quintile,County/Regional Estimate 13.3% (95% C.I.: 7.5 - 19.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
617,8059011732,"Census Tract 117.32, Jefferson County, Colorado",Jefferson,4344,21,7.3,95% C.I.: 6.9 - 7.6,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
618,8059011402,"Census Tract 114.02, Jefferson County, Colorado",Jefferson,3646,21,7.9,95% C.I.: 7.5 - 8.4,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
619,8059015900,"Census Tract 159, Jefferson County, Colorado",Jefferson,2823,21,7.6,95% C.I.: 7.3 - 7.9,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
620,8059009850,"Census Tract 98.50, Jefferson County, Colorado",Jefferson,2050,21,9.5,95% C.I.: 9.2 - 9.8,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
621,8059009852,"Census Tract 98.52, Jefferson County, Colorado",Jefferson,3152,21,8.3,95% C.I.: 8 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
622,8059012047,"Census Tract 120.47, Jefferson County, Colorado",Jefferson,3283,21,8.2,95% C.I.: 7.9 - 8.5,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
623,8059011712,"Census Tract 117.12, Jefferson County, Colorado",Jefferson,3513,21,8.4,95% C.I.: 8.1 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
624,8059010901,"Census Tract 109.01, Jefferson County, Colorado",Jefferson,4020,21,8.3,95% C.I.: 8 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
625,8059012032,"Census Tract 120.32, Jefferson County, Colorado",Jefferson,2024,21,8.8,95% C.I.: 8.6 - 9.1,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
626,8059012033,"Census Tract 120.33, Jefferson County, Colorado",Jefferson,2206,21,8.9,95% C.I.: 8.6 - 9.1,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
627,8059009843,"Census Tract 98.43, Jefferson County, Colorado",Jefferson,5982,21,8.4,95% C.I.: 8.2 - 8.6,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
628,8059012027,"Census Tract 120.27, Jefferson County, Colorado",Jefferson,2776,21,8.5,95% C.I.: 8.3 - 8.8,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
629,8059010405,"Census Tract 104.05, Jefferson County, Colorado",Jefferson,2187,21,7.2,95% C.I.: 6.9 - 7.5,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
630,8059012026,"Census Tract 120.26, Jefferson County, Colorado",Jefferson,2715,21,8.6,95% C.I.: 8.3 - 8.8,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
631,8059012035,"Census Tract 120.35, Jefferson County, Colorado",Jefferson,3808,21,8.8,95% C.I.: 8.5 - 9,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
632,8059012037,"Census Tract 120.37, Jefferson County, Colorado",Jefferson,2956,21,8.4,95% C.I.: 8.1 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
633,8059012031,"Census Tract 120.31, Jefferson County, Colorado",Jefferson,3394,21,8.2,95% C.I.: 7.9 - 8.4,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
634,8059012030,"Census Tract 120.30, Jefferson County, Colorado",Jefferson,3155,21,8.7,95% C.I.: 8.4 - 8.9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
635,8059009900,"Census Tract 99, Jefferson County, Colorado",Jefferson,2085,21,7.3,95% C.I.: 7 - 7.6,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
636,8059009846,"Census Tract 98.46, Jefferson County, Colorado",Jefferson,3407,21,9.3,95% C.I.: 9 - 9.6,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
637,8059009847,"Census Tract 98.47, Jefferson County, Colorado",Jefferson,2376,21,8.9,95% C.I.: 8.6 - 9.1,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
638,8059012023,"Census Tract 120.23, Jefferson County, Colorado",Jefferson,2624,21,8.7,95% C.I.: 8.4 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
639,8059012048,"Census Tract 120.48, Jefferson County, Colorado",Jefferson,1861,21,9.1,95% C.I.: 8.8 - 9.4,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
640,8059009848,"Census Tract 98.48, Jefferson County, Colorado",Jefferson,2023,21,9.4,95% C.I.: 9.1 - 9.7,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
641,8059009845,"Census Tract 98.45, Jefferson County, Colorado",Jefferson,3311,21,9,95% C.I.: 8.8 - 9.3,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
642,8059009842,"Census Tract 98.42, Jefferson County, Colorado",Jefferson,2678,21,8.6,95% C.I.: 8.3 - 8.8,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
643,8059012042,"Census Tract 120.42, Jefferson County, Colorado",Jefferson,3156,21,9,95% C.I.: 8.7 - 9.3,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
644,8059012058,"Census Tract 120.58, Jefferson County, Colorado",Jefferson,3065,21,8.8,95% C.I.: 8.6 - 9,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
645,8059011720,"Census Tract 117.20, Jefferson County, Colorado",Jefferson,4042,21,9,95% C.I.: 8.7 - 9.3,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
646,8059012054,"Census Tract 120.54, Jefferson County, Colorado",Jefferson,3188,21,8.6,95% C.I.: 8.3 - 8.9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
647,8059011803,"Census Tract 118.03, Jefferson County, Colorado",Jefferson,4333,21,7.9,95% C.I.: 7.5 - 8.3,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
648,8059011602,"Census Tract 116.02, Jefferson County, Colorado",Jefferson,3377,21,8.3,95% C.I.: 7.9 - 8.8,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
649,8059010603,"Census Tract 106.03, Jefferson County, Colorado",Jefferson,3067,21,7.7,95% C.I.: 7.4 - 8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
650,8059012039,"Census Tract 120.39, Jefferson County, Colorado",Jefferson,4183,21,7.6,95% C.I.: 7.4 - 7.9,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
651,8059010100,"Census Tract 101, Jefferson County, Colorado",Jefferson,3782,21,7.3,95% C.I.: 7.1 - 7.6,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
652,8059012036,"Census Tract 120.36, Jefferson County, Colorado",Jefferson,2887,21,8.8,95% C.I.: 8.6 - 9.1,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
653,8059012051,"Census Tract 120.51, Jefferson County, Colorado",Jefferson,2720,21,8.8,95% C.I.: 8.6 - 9.1,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
654,8059012055,"Census Tract 120.55, Jefferson County, Colorado",Jefferson,2978,21,8.4,95% C.I.: 8.1 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
655,8059012052,"Census Tract 120.52, Jefferson County, Colorado",Jefferson,4118,21,7.9,95% C.I.: 7.7 - 8.2,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
656,8059012046,"Census Tract 120.46, Jefferson County, Colorado",Jefferson,1608,21,8.4,95% C.I.: 8.1 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
657,8059012024,"Census Tract 120.24, Jefferson County, Colorado",Jefferson,3886,21,8.7,95% C.I.: 8.5 - 9,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
658,8059012022,"Census Tract 120.22, Jefferson County, Colorado",Jefferson,4592,21,8.4,95% C.I.: 8.2 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
659,8059012045,"Census Tract 120.45, Jefferson County, Colorado",Jefferson,4540,21,8.1,95% C.I.: 7.8 - 8.3,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
660,8059011904,"Census Tract 119.04, Jefferson County, Colorado",Jefferson,1856,21,8.3,95% C.I.: 8 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
661,8059011728,"Census Tract 117.28, Jefferson County, Colorado",Jefferson,2271,21,8.6,95% C.I.: 8.3 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
662,8059011702,"Census Tract 117.02, Jefferson County, Colorado",Jefferson,4595,21,8.5,95% C.I.: 8.1 - 8.8,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
663,8059011701,"Census Tract 117.01, Jefferson County, Colorado",Jefferson,3842,21,8.5,95% C.I.: 8.3 - 8.8,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
664,8059012049,"Census Tract 120.49, Jefferson County, Colorado",Jefferson,3046,21,8.4,95% C.I.: 8.2 - 8.7,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
665,8059011730,"Census Tract 117.30, Jefferson County, Colorado",Jefferson,2724,21,7.7,95% C.I.: 7.4 - 8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
666,8059011727,"Census Tract 117.27, Jefferson County, Colorado",Jefferson,2911,21,9,95% C.I.: 8.7 - 9.4,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
667,8059012053,"Census Tract 120.53, Jefferson County, Colorado",Jefferson,3119,21,8.3,95% C.I.: 8.1 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
668,8059011202,"Census Tract 112.02, Jefferson County, Colorado",Jefferson,4036,21,7.5,95% C.I.: 7.3 - 7.8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
669,8059011804,"Census Tract 118.04, Jefferson County, Colorado",Jefferson,3658,21,8.2,95% C.I.: 7.9 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
670,8059011708,"Census Tract 117.08, Jefferson County, Colorado",Jefferson,3222,21,8.3,95% C.I.: 8 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
671,8059980000,"Census Tract 9800, Jefferson County, Colorado",Jefferson,0,21,,,"No Estimate, Population < 50",County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),"No Estimate, Population < 50",State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
672,8059011711,"Census Tract 117.11, Jefferson County, Colorado",Jefferson,3434,21,8,95% C.I.: 7.8 - 8.3,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
673,8059011951,"Census Tract 119.51, Jefferson County, Colorado",Jefferson,2680,21,8.7,95% C.I.: 8.3 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
674,8059012038,"Census Tract 120.38, Jefferson County, Colorado",Jefferson,2787,21,8.3,95% C.I.: 8 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
675,8059011725,"Census Tract 117.25, Jefferson County, Colorado",Jefferson,1405,21,8.3,95% C.I.: 8.1 - 8.6,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
676,8059011721,"Census Tract 117.21, Jefferson County, Colorado",Jefferson,2172,21,8.6,95% C.I.: 8.4 - 8.9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
677,8059012034,"Census Tract 120.34, Jefferson County, Colorado",Jefferson,2911,21,9,95% C.I.: 8.7 - 9.2,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
678,8059011710,"Census Tract 117.10, Jefferson County, Colorado",Jefferson,3213,21,8.1,95% C.I.: 7.8 - 8.5,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
679,8059011709,"Census Tract 117.09, Jefferson County, Colorado",Jefferson,2939,21,7.9,95% C.I.: 7.6 - 8.2,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
680,8059011726,"Census Tract 117.26, Jefferson County, Colorado",Jefferson,5120,21,8.7,95% C.I.: 8.4 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
681,8059011601,"Census Tract 116.01, Jefferson County, Colorado",Jefferson,3020,21,7.8,95% C.I.: 7.5 - 8.2,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
682,8059011731,"Census Tract 117.31, Jefferson County, Colorado",Jefferson,3312,21,7.6,95% C.I.: 7.3 - 7.8,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
683,8059011550,"Census Tract 115.50, Jefferson County, Colorado",Jefferson,4850,21,7.8,95% C.I.: 7.4 - 8.1,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
684,8059011300,"Census Tract 113, Jefferson County, Colorado",Jefferson,2536,21,8.3,95% C.I.: 7.9 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
685,8059010702,"Census Tract 107.02, Jefferson County, Colorado",Jefferson,4537,21,7.3,95% C.I.: 7 - 7.7,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
686,8059010701,"Census Tract 107.01, Jefferson County, Colorado",Jefferson,3814,21,8.2,95% C.I.: 7.9 - 8.5,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
687,8059012043,"Census Tract 120.43, Jefferson County, Colorado",Jefferson,4358,21,8.2,95% C.I.: 8 - 8.5,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
688,8059010502,"Census Tract 105.02, Jefferson County, Colorado",Jefferson,4233,21,8.9,95% C.I.: 8.6 - 9.2,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
689,8059010604,"Census Tract 106.04, Jefferson County, Colorado",Jefferson,1864,21,7.9,95% C.I.: 7.6 - 8.2,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
690,8059011000,"Census Tract 110, Jefferson County, Colorado",Jefferson,4723,21,8.4,95% C.I.: 8.1 - 8.7,Middle Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
691,8059010902,"Census Tract 109.02, Jefferson County, Colorado",Jefferson,2133,21,7.6,95% C.I.: 7.3 - 7.9,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
692,8059010801,"Census Tract 108.01, Jefferson County, Colorado",Jefferson,2190,21,8.7,95% C.I.: 8.4 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
693,8059010504,"Census Tract 105.04, Jefferson County, Colorado",Jefferson,2282,21,8.9,95% C.I.: 8.6 - 9.2,Highest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
694,8059010503,"Census Tract 105.03, Jefferson County, Colorado",Jefferson,3670,21,8.7,95% C.I.: 8.4 - 9,Fourth Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
695,8059010403,"Census Tract 104.03, Jefferson County, Colorado",Jefferson,4070,21,7.6,95% C.I.: 7.3 - 7.9,Lowest Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
696,8059012044,"Census Tract 120.44, Jefferson County, Colorado",Jefferson,3158,21,8.1,95% C.I.: 7.8 - 8.5,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
697,8059010308,"Census Tract 103.08, Jefferson County, Colorado",Jefferson,4641,21,8.1,95% C.I.: 7.9 - 8.4,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 7.4 - 9.7),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
698,8035014112,"Census Tract 141.12, Douglas County, Colorado",Douglas,3041,3,6,95% C.I.: 5.7 - 6.4,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
699,8035014110,"Census Tract 141.10, Douglas County, Colorado",Douglas,4210,3,5.8,95% C.I.: 5.5 - 6.2,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
700,8035014109,"Census Tract 141.09, Douglas County, Colorado",Douglas,2328,3,7.4,95% C.I.: 7.1 - 7.8,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
701,8035014108,"Census Tract 141.08, Douglas County, Colorado",Douglas,3567,3,6.2,95% C.I.: 5.9 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
702,8035014202,"Census Tract 142.02, Douglas County, Colorado",Douglas,1487,3,6.3,95% C.I.: 6 - 6.6,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
703,8035014116,"Census Tract 141.16, Douglas County, Colorado",Douglas,4737,3,5.1,95% C.I.: 4.8 - 5.5,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
