OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysHealth_Census_Tract_Estimate,PhysHealth_Estimate_Confidence_Interval,PhysHealth_Map_Symbol_withinHSR,PhysHealth_County_Regional_Estimate,PhysHealth_Map_Symbol_State,PhysHealth_State_Estimate
411,8075965900,"Census Tract 9659, Logan County, Colorado",Logan,1094,1,8.4,95% C.I.: 7.4 - 10.5,Lowest Quintile,County/Regional Estimate 9% (95% C.I.: 5.5 - 12.4),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
412,8013060800,"Census Tract 608, Boulder County, Colorado",Boulder,5673,16,8.8,95% C.I.: 8.3 - 9.3,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
413,8013013507,"Census Tract 135.07, Boulder County, Colorado",Boulder,2609,16,7.7,95% C.I.: 7.3 - 8.1,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
414,8013013505,"Census Tract 135.05, Boulder County, Colorado",Boulder,3129,16,9.3,95% C.I.: 8.7 - 10,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
415,8013013212,"Census Tract 132.12, Boulder County, Colorado",Boulder,3622,16,8.2,95% C.I.: 7.8 - 8.7,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
416,8013061300,"Census Tract 613, Boulder County, Colorado",Boulder,2412,16,7.6,95% C.I.: 7.2 - 8,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
417,8013061400,"Census Tract 614, Boulder County, Colorado",Boulder,2556,16,7.5,95% C.I.: 7.1 - 8.1,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
418,8013012607,"Census Tract 126.07, Boulder County, Colorado",Boulder,5238,16,6.7,95% C.I.: 6.4 - 7.1,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
419,8013013508,"Census Tract 135.08, Boulder County, Colorado",Boulder,5552,16,7.8,95% C.I.: 7.4 - 8.2,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
420,8013013506,"Census Tract 135.06, Boulder County, Colorado",Boulder,3357,16,9.1,95% C.I.: 8.6 - 9.6,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
421,8013013213,"Census Tract 132.13, Boulder County, Colorado",Boulder,5929,16,7.8,95% C.I.: 7.4 - 8.2,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
422,8013012608,"Census Tract 126.08, Boulder County, Colorado",Boulder,2203,16,6.8,95% C.I.: 6.5 - 7.2,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
423,8013060600,"Census Tract 606, Boulder County, Colorado",Boulder,4738,16,7.2,95% C.I.: 6.8 - 7.7,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
424,8013060700,"Census Tract 607, Boulder County, Colorado",Boulder,2479,16,8.4,95% C.I.: 8 - 8.8,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
425,8013013005,"Census Tract 130.05, Boulder County, Colorado",Boulder,2606,16,7.6,95% C.I.: 7.3 - 7.9,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
426,8013012508,"Census Tract 125.08, Boulder County, Colorado",Boulder,2856,16,6.8,95% C.I.: 6.5 - 7.1,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
427,8013012605,"Census Tract 126.05, Boulder County, Colorado",Boulder,1595,16,5.6,95% C.I.: 5.3 - 6,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
428,8013013004,"Census Tract 130.04, Boulder County, Colorado",Boulder,2608,16,7.5,95% C.I.: 7.2 - 7.8,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
429,8013012401,"Census Tract 124.01, Boulder County, Colorado",Boulder,5926,16,6.4,95% C.I.: 6.1 - 6.8,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
430,8013012300,"Census Tract 123, Boulder County, Colorado",Boulder,6788,16,6.4,95% C.I.: 6 - 6.8,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
431,8013012202,"Census Tract 122.02, Boulder County, Colorado",Boulder,5784,16,6.4,95% C.I.: 6.1 - 7,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
432,8013012102,"Census Tract 121.02, Boulder County, Colorado",Boulder,6008,16,7,95% C.I.: 6.7 - 7.4,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
433,8013012105,"Census Tract 121.05, Boulder County, Colorado",Boulder,4286,16,8.5,95% C.I.: 8.1 - 8.9,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
434,8013012104,"Census Tract 121.04, Boulder County, Colorado",Boulder,1853,16,8.9,95% C.I.: 8.5 - 9.3,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
435,8013012904,"Census Tract 129.04, Boulder County, Colorado",Boulder,4561,16,8.1,95% C.I.: 7.7 - 8.5,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
436,8013012707,"Census Tract 127.07, Boulder County, Colorado",Boulder,2015,16,7.5,95% C.I.: 7.1 - 7.9,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
437,8013012905,"Census Tract 129.05, Boulder County, Colorado",Boulder,2166,16,8.2,95% C.I.: 7.8 - 8.8,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
438,8013012103,"Census Tract 121.03, Boulder County, Colorado",Boulder,3210,16,7.6,95% C.I.: 7.3 - 8.1,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
439,8013012800,"Census Tract 128, Boulder County, Colorado",Boulder,8601,16,7.8,95% C.I.: 7.5 - 8.2,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.5 - 9.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
440,8123001412,"Census Tract 14.12, Weld County, Colorado",Weld,2012,18,9,95% C.I.: 8.5 - 9.6,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
441,8123001407,"Census Tract 14.07, Weld County, Colorado",Weld,1905,18,8.2,95% C.I.: 7.9 - 8.6,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
442,8123001408,"Census Tract 14.08, Weld County, Colorado",Weld,1625,18,10.3,95% C.I.: 9.8 - 10.9,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
443,8123001405,"Census Tract 14.05, Weld County, Colorado",Weld,3092,18,8,95% C.I.: 7.6 - 8.5,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
444,8123001406,"Census Tract 14.06, Weld County, Colorado",Weld,4144,18,9.3,95% C.I.: 8.8 - 9.8,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
445,8123001414,"Census Tract 14.14, Weld County, Colorado",Weld,1626,18,9.1,95% C.I.: 8.7 - 9.6,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
446,8123001003,"Census Tract 10.03, Weld County, Colorado",Weld,2920,18,9.6,95% C.I.: 8.9 - 10.4,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
447,8123002207,"Census Tract 22.07, Weld County, Colorado",Weld,1993,18,8.2,95% C.I.: 7.8 - 8.5,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
448,8123002009,"Census Tract 20.09, Weld County, Colorado",Weld,1182,18,9.5,95% C.I.: 9.1 - 9.9,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
449,8123001908,"Census Tract 19.08, Weld County, Colorado",Weld,1930,18,10.4,95% C.I.: 9.7 - 11,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
450,8123002010,"Census Tract 20.10, Weld County, Colorado",Weld,1854,18,8.3,95% C.I.: 7.9 - 8.8,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
451,8123001906,"Census Tract 19.06, Weld County, Colorado",Weld,1268,18,9.9,95% C.I.: 9.4 - 10.4,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
452,8123002103,"Census Tract 21.03, Weld County, Colorado",Weld,6950,18,9.3,95% C.I.: 8.8 - 9.7,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
453,8123001410,"Census Tract 14.10, Weld County, Colorado",Weld,2690,18,10.3,95% C.I.: 9.8 - 10.8,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
454,8123002208,"Census Tract 22.08, Weld County, Colorado",Weld,3859,18,9,95% C.I.: 8.6 - 9.4,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
455,8123001417,"Census Tract 14.17, Weld County, Colorado",Weld,1913,18,9.6,95% C.I.: 9 - 10.2,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
456,8123001416,"Census Tract 14.16, Weld County, Colorado",Weld,1995,18,9.6,95% C.I.: 9.1 - 10.1,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
457,8123001005,"Census Tract 10.05, Weld County, Colorado",Weld,5057,18,8.5,95% C.I.: 8 - 9,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
458,8123001004,"Census Tract 10.04, Weld County, Colorado",Weld,3098,18,9.1,95% C.I.: 8.5 - 9.7,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
459,8123000705,"Census Tract 7.05, Weld County, Colorado",Weld,1239,18,11.6,95% C.I.: 11 - 12.4,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
460,8123000800,"Census Tract 8, Weld County, Colorado",Weld,2959,18,7.6,95% C.I.: 7.1 - 8.2,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
461,8123000200,"Census Tract 2, Weld County, Colorado",Weld,3607,18,5.8,95% C.I.: 5.4 - 6.4,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
462,8123000100,"Census Tract 1, Weld County, Colorado",Weld,2093,18,8.9,95% C.I.: 8.3 - 9.6,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
463,8123000300,"Census Tract 3, Weld County, Colorado",Weld,2327,18,4.6,95% C.I.: 4.2 - 5,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
464,8123000900,"Census Tract 9, Weld County, Colorado",Weld,2215,18,8.1,95% C.I.: 7.6 - 8.5,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
465,8123000402,"Census Tract 4.02, Weld County, Colorado",Weld,2894,18,8.5,95% C.I.: 8 - 9,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
466,8123001202,"Census Tract 12.02, Weld County, Colorado",Weld,2085,18,11.1,95% C.I.: 10.4 - 11.8,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
467,8123001300,"Census Tract 13, Weld County, Colorado",Weld,5568,18,9.4,95% C.I.: 8.8 - 10.1,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
468,8123001201,"Census Tract 12.01, Weld County, Colorado",Weld,2929,18,9.1,95% C.I.: 8.6 - 9.6,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
469,8123000502,"Census Tract 5.02, Weld County, Colorado",Weld,2460,18,11.5,95% C.I.: 10.7 - 12.3,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
470,8123000401,"Census Tract 4.01, Weld County, Colorado",Weld,2832,18,9.1,95% C.I.: 8.7 - 9.6,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
471,8123001100,"Census Tract 11, Weld County, Colorado",Weld,3432,18,9.6,95% C.I.: 9.1 - 10.3,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
472,8123001800,"Census Tract 18, Weld County, Colorado",Weld,3240,18,9.3,95% C.I.: 8.8 - 9.8,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
473,8123000600,"Census Tract 6, Weld County, Colorado",Weld,1761,18,7.8,95% C.I.: 7.3 - 8.4,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
474,8123001700,"Census Tract 17, Weld County, Colorado",Weld,4093,18,9.3,95% C.I.: 8.8 - 9.8,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
475,8123001404,"Census Tract 14.04, Weld County, Colorado",Weld,2451,18,9.2,95% C.I.: 8.7 - 9.7,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
476,8123002502,"Census Tract 25.02, Weld County, Colorado",Weld,4602,18,9.6,95% C.I.: 9.1 - 10.1,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
477,8123001902,"Census Tract 19.02, Weld County, Colorado",Weld,5306,18,9.3,95% C.I.: 8.8 - 9.9,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
478,8123001500,"Census Tract 15, Weld County, Colorado",Weld,5399,18,8.7,95% C.I.: 8.3 - 9.2,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
479,8123002300,"Census Tract 23, Weld County, Colorado",Weld,4016,18,9.1,95% C.I.: 8.6 - 9.6,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
480,8123000701,"Census Tract 7.01, Weld County, Colorado",Weld,1157,18,10.8,95% C.I.: 10.1 - 11.5,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
481,8123001600,"Census Tract 16, Weld County, Colorado",Weld,3494,18,9.3,95% C.I.: 8.9 - 9.8,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
482,8123002501,"Census Tract 25.01, Weld County, Colorado",Weld,4026,18,8.9,95% C.I.: 8.5 - 9.3,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
483,8123000501,"Census Tract 5.01, Weld County, Colorado",Weld,2155,18,11,95% C.I.: 10.2 - 12.1,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
484,8123002013,"Census Tract 20.13, Weld County, Colorado",Weld,2053,18,8.3,95% C.I.: 7.9 - 8.7,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
485,8123002012,"Census Tract 20.12, Weld County, Colorado",Weld,888,18,10.1,95% C.I.: 9.6 - 10.6,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
486,8014980100,"Census Tract 9801, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),"No Estimate, Population < 50",State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
487,8121924200,"Census Tract 9242, Washington County, Colorado",Washington,2261,1,9.7,95% C.I.: 7.4 - 13.6,Second Quintile,County/Regional Estimate 14.7% (95% C.I.: 3.1 - 26.4),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
488,8123002006,"Census Tract 20.06, Weld County, Colorado",Weld,249,18,10.2,95% C.I.: 9.7 - 10.7,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
489,8123002102,"Census Tract 21.02, Weld County, Colorado",Weld,9571,18,8.8,95% C.I.: 8.4 - 9.3,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
490,8123002101,"Census Tract 21.01, Weld County, Colorado",Weld,6002,18,9,95% C.I.: 8.5 - 9.5,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
491,8123002210,"Census Tract 22.10, Weld County, Colorado",Weld,735,18,9.6,95% C.I.: 9.2 - 10,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
492,8123002209,"Census Tract 22.09, Weld County, Colorado",Weld,1215,18,9.4,95% C.I.: 9 - 9.8,Middle Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
493,8123002206,"Census Tract 22.06, Weld County, Colorado",Weld,2522,18,8.9,95% C.I.: 8.5 - 9.3,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
494,8123002205,"Census Tract 22.05, Weld County, Colorado",Weld,3684,18,8.8,95% C.I.: 8.4 - 9.3,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
495,8014980300,"Census Tract 9803, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),"No Estimate, Population < 50",State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
496,8014030200,"Census Tract 302, Broomfield County, Colorado",Broomfield,1529,16,8.1,95% C.I.: 7.5 - 9,Middle Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
497,8014031100,"Census Tract 311, Broomfield County, Colorado",Broomfield,4281,16,6.6,95% C.I.: 6 - 9.1,Lowest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
498,8014031300,"Census Tract 313, Broomfield County, Colorado",Broomfield,1839,16,11.5,95% C.I.: 10.6 - 13,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
499,8014031400,"Census Tract 314, Broomfield County, Colorado",Broomfield,3540,16,11.1,95% C.I.: 10.2 - 12.3,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
500,8014030600,"Census Tract 306, Broomfield County, Colorado",Broomfield,4611,16,10.6,95% C.I.: 9.5 - 12.6,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
501,8014030900,"Census Tract 309, Broomfield County, Colorado",Broomfield,4405,16,10.8,95% C.I.: 9.9 - 12.1,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
502,8014030800,"Census Tract 308, Broomfield County, Colorado",Broomfield,4043,16,10.4,95% C.I.: 9.5 - 11.9,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
503,8014031000,"Census Tract 310, Broomfield County, Colorado",Broomfield,3955,16,11.4,95% C.I.: 10.4 - 12.8,Highest Quintile,County/Regional Estimate 9% (95% C.I.: 5.9 - 12.2),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
504,8123002204,"Census Tract 22.04, Weld County, Colorado",Weld,1486,18,9.5,95% C.I.: 9.1 - 9.9,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
505,8123002203,"Census Tract 22.03, Weld County, Colorado",Weld,1246,18,8.3,95% C.I.: 8 - 8.7,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
506,8123002014,"Census Tract 20.14, Weld County, Colorado",Weld,1317,18,9,95% C.I.: 8.6 - 9.5,Second Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
507,8123002017,"Census Tract 20.17, Weld County, Colorado",Weld,469,18,9.5,95% C.I.: 9.1 - 9.8,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
508,8123002011,"Census Tract 20.11, Weld County, Colorado",Weld,820,18,9.4,95% C.I.: 8.9 - 9.8,Fourth Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
509,8123002015,"Census Tract 20.15, Weld County, Colorado",Weld,856,18,9.9,95% C.I.: 9.4 - 10.5,Highest Quintile,County/Regional Estimate 8.7% (95% C.I.: 7.3 - 10.1),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
